28,27,27,28,28,27,27,27,27,27,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
29,1,1,1,1,1,1,1,1,28,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
29,17,6,6,9,31,6,6,17,28,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
29,2,32,32,32,32,32,32,23,28,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
29,3,41,17,17,17,16,32,15,28,28,28,28,28,27,27,27,27,29,28,28,28,28,28,28
29,4,32,17,17,17,16,32,23,1,1,1,1,1,1,1,1,1,29,1,1,1,1,1,1
28,24,32,17,17,17,16,32,6,6,43,6,43,6,43,6,43,17,29,42,42,42,42,42,42
28,16,32,17,17,17,16,32,32,32,32,32,32,32,32,32,32,15,29,42,42,42,42,42,42
28,16,32,17,17,17,16,32,32,32,32,32,32,40,32,32,32,15,29,42,42,42,42,42,42
28,16,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,29,42,42,42,42,42,42
28,17,14,17,14,17,17,17,17,17,32,32,32,32,32,32,32,15,29,42,42,42,42,42,42
28,28,28,28,28,28,28,28,28,28,8,17,17,44,26,25,17,17,29,42,42,42,42,42,42
1,1,1,1,1,1,1,1,1,1,27,27,27,27,27,27,27,27,28,42,42,42,42,42,42
42,42,42,42,42,42,42,42,42,42,1,1,1,1,1,1,1,1,1,42,42,42,42,42,42
