28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,42,42,42,42,42,42
29,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,28,42,42,42,42,42,42
29,18,6,9,31,6,6,6,6,18,1,18,22,6,19,6,6,18,29,42,42,42,42,42,42
29,16,32,32,32,32,32,32,32,6,6,6,32,32,32,32,32,15,29,42,42,42,42,42,42
29,16,32,32,32,41,32,32,32,32,32,32,32,32,40,32,32,15,29,42,42,42,42,42,42
29,16,32,32,32,32,32,32,32,15,17,16,32,32,32,32,32,23,29,42,42,42,42,42,42
29,16,32,32,32,32,32,32,32,15,28,16,32,32,32,32,32,15,29,42,42,42,42,42,42
29,18,17,44,26,25,17,17,8,17,29,16,32,32,32,32,32,23,29,42,42,42,42,42,42
28,27,27,27,27,27,27,27,27,27,29,16,32,32,32,32,32,15,29,42,42,42,42,42,42
1,1,1,1,42,42,1,1,1,1,29,16,32,32,32,32,32,15,29,42,42,42,42,42,42
42,42,42,42,42,42,42,42,42,42,29,16,32,32,32,32,32,15,29,42,42,42,42,42,42
42,42,42,42,42,42,42,42,42,42,29,17,14,14,17,24,24,18,29,42,42,42,42,42,42
42,42,42,42,42,42,42,42,42,42,27,27,27,27,27,27,27,27,28,42,42,42,42,42,42
42,42,42,42,42,42,42,42,42,42,1,1,1,1,1,1,1,1,1,42,42,42,42,42,42
